EquipmentIDChar,EquipmentIDNum,EQUIPMENTNAME,DESCRIPTION,STATUS,LOCATON
TPS,33,Test Probe,Single,Checked Out,Out
TPS,34,Test Probe,Single,Checked Out,Out
TPS,35,Test Probe,Single,Checked Out,Out
TPS,36,Test Probe,Single,Available,Secondary
TPS,37,Test Probe,Single,Available,Secondary
TPS,38,Test Probe,Single,Checked Out,Out
TPS,39,Test Probe,Single,Available,Primary
TPS,40,Test Probe,Single,Available,Primary
TPS,41,Test Probe,Single,Checked Out,Out
TPS,42,Test Probe,Single,Available,Primary
TPS,43,Test Probe,Single,Checked Out,Out
TPS,44,Test Probe,Single,Available,Primary
TPS,45,Test Probe,Single,Checked Out,Out
TPS,46,Test Probe,Single,Available,Primary
TPS,47,Test Probe,Single,Checked Out,Out
TPS,48,Test Probe,Single,Available,Secondary
TPS,49,Test Probe,Single,Available,Primary
TPS,50,Test Probe,Single,Available,Primary
TPS,51,Test Probe,Single,Available,Primary
TPS,52,Test Probe,Single,Checked Out,Out
TPS,53,Test Probe,Single,Checked Out,Out
TPS,54,Test Probe,Single,Available,Secondary
TPS,55,Test Probe,Single,Available,Primary
TPS,56,Test Probe,Single,Checked Out,Out
TPS,57,Test Probe,Single,Available,Secondary
TPS,58,Test Probe,Single,Checked Out,Out
TPS,59,Test Probe,Single,Available,Secondary
TPS,60,Test Probe,Single,Checked Out,Out
TPS,61,Test Probe,Single,Available,Primary
TPS,62,Test Probe,Single,Available,Secondary
TPS,63,Test Probe,Single,Available,Secondary
TPS,64,Test Probe,Single,Available,Primary
TPS,65,Test Probe,Single,Checked Out,Out
TPS,66,Test Probe,Single,Checked Out,Out
TPS,67,Test Probe,Single,Checked Out,Out
TPS,68,Test Probe,Single,Checked Out,Out
TPS,69,Test Probe,Single,Available,Primary
TPS,70,Test Probe,Single,Checked Out,Out
TPS,71,Test Probe,Single,Available,Secondary
TPS,72,Test Probe,Single,Checked Out,Out
TPS,73,Test Probe,Single,Available,Secondary
TPS,74,Test Probe,Single,Checked Out,Out
TPS,75,Test Probe,Single,Available,Secondary
TPS,76,Test Probe,Single,Checked Out,Out
TPS,77,Test Probe,Single,Checked Out,Out
TPS,78,Test Probe,Single,Checked Out,Out
TPS,79,Test Probe,Single,Available,Secondary
TPS,80,Test Probe,Single,Available,Primary
TPS,81,Test Probe,Single,Checked Out,Out
TPS,82,Test Probe,Single,Available,Primary
TPS,83,Test Probe,Single,Checked Out,Out
TPS,84,Test Probe,Single,Checked Out,Out
TPS,85,Test Probe,Single,Checked Out,Out
TPS,86,Test Probe,Single,Available,Primary
TPS,87,Test Probe,Single,Checked Out,Out
TPS,88,Test Probe,Single,Available,Primary
TPS,89,Test Probe,Single,Available,Primary
TPS,90,Test Probe,Single,Available,Secondary
TPS,91,Test Probe,Single,Checked Out,Out
TPS,92,Test Probe,Single,Checked Out,Out
TPS,93,Test Probe,Single,Checked Out,Out
TPS,94,Test Probe,Single,Checked Out,Out
TPS,95,Test Probe,Single,Checked Out,Out
TPS,96,Test Probe,Single,Available,Secondary
TPS,97,Test Probe,Single,Checked Out,Out
TPS,98,Test Probe,Single,Available,Primary
TPS,99,Test Probe,Single,Checked Out,Out
TPS,100,Test Probe,Single,Available,Secondary
TPS,101,Test Probe,Single,Checked Out,Out
TPS,102,Test Probe,Single,Available,Secondary
TPS,103,Test Probe,Single,Checked Out,Out
TPS,104,Test Probe,Single,Available,Secondary
TPS,105,Test Probe,Single,Checked Out,Out
TPS,106,Test Probe,Single,Available,Primary
TPS,107,Test Probe,Single,Available,Primary
TPS,108,Test Probe,Single,Available,Primary
TPS,109,Test Probe,Single,Checked Out,Out
TPS,110,Test Probe,Single,Available,Secondary
TPS,111,Test Probe,Single,Available,Primary
TPS,112,Test Probe,Single,Checked Out,Out
TPS,113,Test Probe,Single,Checked Out,Out
TPS,114,Test Probe,Single,Checked Out,Out
TPS,115,Test Probe,Single,Available,Secondary
TPS,116,Test Probe,Single,Available,Secondary
TPS,117,Test Probe,Single,Available,Secondary
TPS,118,Test Probe,Single,Available,Secondary
TPS,119,Test Probe,Single,Checked Out,Out
TPS,120,Test Probe,Single,Checked Out,Out
TPS,121,Test Probe,Single,Available,Primary
TPS,122,Test Probe,Single,Available,Primary
TPS,123,Test Probe,Single,Available,Secondary
TPS,124,Test Probe,Single,Available,Secondary
TPS,125,Test Probe,Single,Checked Out,Out
TPS,126,Test Probe,Single,Available,Secondary
TPS,127,Test Probe,Single,Available,Primary
TPS,128,Test Probe,Single,Available,Secondary
TPS,129,Test Probe,Single,Available,Primary
TPS,130,Test Probe,Single,Checked Out,Out
TPS,131,Test Probe,Single,Checked Out,Out
TPS,132,Test Probe,Single,Checked Out,Out
TPS,133,Test Probe,Single,Checked Out,Out
TPS,134,Test Probe,Single,Checked Out,Out
TPS,135,Test Probe,Single,Available,Primary
TPS,136,Test Probe,Single,Checked Out,Out
TPS,137,Test Probe,Single,Available,Primary
TPS,138,Test Probe,Single,Checked Out,Out
TPS,139,Test Probe,Single,Available,Secondary
TPS,140,Test Probe,Single,Checked Out,Out
TPS,141,Test Probe,Single,Checked Out,Out
TPS,142,Test Probe,Single,Checked Out,Out
TPS,143,Test Probe,Single,Available,Secondary
TPS,144,Test Probe,Single,Checked Out,Out
TPS,145,Test Probe,Single,Checked Out,Out
TPS,146,Test Probe,Single,Checked Out,Out
TPS,147,Test Probe,Single,Available,Secondary
TPS,148,Test Probe,Single,Checked Out,Out
TPS,149,Test Probe,Single,Available,Secondary
TPS,150,Test Probe,Single,Available,Primary
TPS,151,Test Probe,Single,Checked Out,Out
TPS,152,Test Probe,Single,Available,Primary
TPS,153,Test Probe,Single,Available,Primary
TPS,154,Test Probe,Single,Available,Secondary
TPS,155,Test Probe,Single,Available,Primary
TPS,156,Test Probe,Single,Available,Secondary
TPS,157,Test Probe,Single,Available,Secondary
TPS,158,Test Probe,Single,Checked Out,Out
TPS,159,Test Probe,Single,Available,Primary
TPS,160,Test Probe,Single,Available,Secondary
TPS,161,Test Probe,Single,Checked Out,Out
TPS,162,Test Probe,Single,Available,Primary
TPS,163,Test Probe,Single,Checked Out,Out
TPS,164,Test Probe,Single,Available,Primary
TPS,165,Test Probe,Single,Available,Primary
TPS,166,Test Probe,Single,Checked Out,Out
TPS,167,Test Probe,Single,Checked Out,Out
TPS,168,Test Probe,Single,Available,Secondary
TPS,169,Test Probe,Single,Checked Out,Out
TPS,170,Test Probe,Single,Checked Out,Out
TPS,171,Test Probe,Single,Available,Primary
TPS,172,Test Probe,Single,Checked Out,Out
TPS,173,Test Probe,Single,Available,Secondary
TPS,174,Test Probe,Single,Available,Primary
TPS,175,Test Probe,Single,Available,Secondary
TPS,176,Test Probe,Single,Checked Out,Out
TPS,177,Test Probe,Single,Checked Out,Out
TPS,178,Test Probe,Single,Checked Out,Out
TPS,179,Test Probe,Single,Checked Out,Out
TPS,180,Test Probe,Single,Available,Primary
TPS,181,Test Probe,Single,Available,Secondary
TPS,182,Test Probe,Single,Checked Out,Out
TPS,183,Test Probe,Single,Checked Out,Out
TPS,184,Test Probe,Single,Available,Primary
TPS,185,Test Probe,Single,Available,Primary
TPS,186,Test Probe,Single,Checked Out,Out
TPS,187,Test Probe,Single,Available,Secondary
TPS,188,Test Probe,Single,Available,Primary
TPS,189,Test Probe,Single,Checked Out,Out
TPS,190,Test Probe,Single,Available,Primary
TPS,191,Test Probe,Single,Available,Secondary
TPS,192,Test Probe,Single,Available,Secondary
TPS,193,Test Probe,Single,Checked Out,Out
TPS,194,Test Probe,Single,Available,Primary
TPS,195,Test Probe,Single,Available,Primary
TPS,196,Test Probe,Single,Available,Primary
TPS,197,Test Probe,Single,Checked Out,Out
TPS,198,Test Probe,Single,Checked Out,Out
TPS,199,Test Probe,Single,Available,Secondary
TPS,200,Test Probe,Single,Available,Primary
TPS,201,Test Probe,Single,Checked Out,Out
TPS,202,Test Probe,Single,Checked Out,Out
TPS,203,Test Probe,Single,Checked Out,Out
TPS,204,Test Probe,Single,Available,Secondary
TPS,205,Test Probe,Single,Checked Out,Out
TPS,206,Test Probe,Single,Checked Out,Out
TPS,207,Test Probe,Single,Checked Out,Out
TPS,208,Test Probe,Single,Available,Secondary
TPS,209,Test Probe,Single,Available,Secondary
TPS,210,Test Probe,Single,Checked Out,Out
TPS,211,Test Probe,Single,Checked Out,Out
TPS,212,Test Probe,Single,Checked Out,Out
TPS,213,Test Probe,Single,Checked Out,Out
TPS,214,Test Probe,Single,Available,Secondary
TPS,215,Test Probe,Single,Available,Secondary
TPS,216,Test Probe,Single,Checked Out,Out
TPS,217,Test Probe,Single,Checked Out,Out
TPS,218,Test Probe,Single,Checked Out,Out
TPS,219,Test Probe,Single,Available,Secondary
TPS,220,Test Probe,Single,Checked Out,Out
TPS,221,Test Probe,Single,Available,Primary
TPS,222,Test Probe,Single,Available,Primary
TPS,223,Test Probe,Single,Available,Primary
TPS,224,Test Probe,Single,Checked Out,Out
TPS,225,Test Probe,Single,Checked Out,Out
TPS,226,Test Probe,Single,Checked Out,Out
TPS,227,Test Probe,Single,Available,Secondary
TPS,228,Test Probe,Single,Checked Out,Out
TPS,229,Test Probe,Single,Checked Out,Out
TPS,230,Test Probe,Single,Available,Secondary
TPS,231,Test Probe,Single,Checked Out,Out
TPS,232,Test Probe,Single,Available,Secondary
TPS,233,Test Probe,Single,Checked Out,Out
TPS,234,Test Probe,Single,Checked Out,Out
TPS,235,Test Probe,Single,Available,Primary
TPS,236,Test Probe,Single,Checked Out,Out
TPS,237,Test Probe,Single,Checked Out,Out
TPS,238,Test Probe,Single,Checked Out,Out
TPS,239,Test Probe,Single,Available,Secondary
TPS,240,Test Probe,Single,Available,Primary
TPS,241,Test Probe,Single,Checked Out,Out
TPS,242,Test Probe,Single,Checked Out,Out
TPS,243,Test Probe,Single,Available,Primary
TPS,244,Test Probe,Single,Available,Secondary
TPS,245,Test Probe,Single,Available,Primary
TPS,246,Test Probe,Single,Checked Out,Out
TPS,247,Test Probe,Single,Available,Primary
TPS,248,Test Probe,Single,Available,Primary
TPS,249,Test Probe,Single,Available,Secondary
TPS,250,Test Probe,Single,Available,Primary
TPS,251,Test Probe,Single,Checked Out,Out
TPS,252,Test Probe,Single,Available,Secondary
TPS,253,Test Probe,Single,Available,Primary
TPS,254,Test Probe,Single,Available,Secondary
TPS,255,Test Probe,Single,Available,Primary
TPS,256,Test Probe,Single,Checked Out,Out
TPS,257,Test Probe,Single,Checked Out,Out
TPS,258,Test Probe,Single,Checked Out,Out
TPS,259,Test Probe,Single,Available,Secondary
TPS,260,Test Probe,Single,Checked Out,Out
TPS,261,Test Probe,Single,Checked Out,Out
TPS,262,Test Probe,Single,Available,Primary
TPS,263,Test Probe,Single,Available,Secondary
TPS,264,Test Probe,Single,Checked Out,Out
TPS,265,Test Probe,Single,Available,Secondary
TPS,266,Test Probe,Single,Checked Out,Out
TPS,267,Test Probe,Single,Checked Out,Out
TPS,268,Test Probe,Single,Checked Out,Out
TPS,269,Test Probe,Single,Available,Secondary
TPS,270,Test Probe,Single,Available,Secondary
TPS,271,Test Probe,Single,Available,Primary
TPS,272,Test Probe,Single,Checked Out,Out
TPS,273,Test Probe,Single,Available,Secondary
TPS,274,Test Probe,Single,Checked Out,Out
TPS,275,Test Probe,Single,Checked Out,Out
TPS,276,Test Probe,Single,Available,Secondary
TPS,277,Test Probe,Single,Checked Out,Out
TPS,278,Test Probe,Single,Checked Out,Out
TPS,279,Test Probe,Single,Checked Out,Out
TPS,280,Test Probe,Single,Available,Secondary
TPS,281,Test Probe,Single,Checked Out,Out
TPS,282,Test Probe,Single,Checked Out,Out
TPS,283,Test Probe,Single,Available,Secondary
TPS,284,Test Probe,Single,Checked Out,Out
TPS,285,Test Probe,Single,Available,Primary
TPS,286,Test Probe,Single,Available,Secondary
TPS,287,Test Probe,Single,Available,Secondary
TPS,288,Test Probe,Single,Checked Out,Out
TPS,289,Test Probe,Single,Checked Out,Out
TPS,290,Test Probe,Single,Available,Primary
TPS,291,Test Probe,Single,Checked Out,Out
TPS,292,Test Probe,Single,Available,Primary
TPS,293,Test Probe,Single,Available,Primary
TPS,294,Test Probe,Single,Available,Primary
TPS,295,Test Probe,Single,Available,Primary
TPS,296,Test Probe,Single,Checked Out,Out
TPS,297,Test Probe,Single,Available,Secondary
TPS,298,Test Probe,Single,Available,Secondary
TPS,299,Test Probe,Single,Available,Secondary
TPS,300,Test Probe,Single,Available,Secondary
TPS,301,Test Probe,Single,Checked Out,Out
TPS,302,Test Probe,Single,Available,Primary
TPS,303,Test Probe,Single,Available,Secondary
TPS,304,Test Probe,Single,Checked Out,Out
TPS,305,Test Probe,Single,Checked Out,Out
TPS,306,Test Probe,Single,Available,Secondary
TPS,307,Test Probe,Single,Available,Secondary
TPS,308,Test Probe,Single,Checked Out,Out
TPS,309,Test Probe,Single,Checked Out,Out
TPS,310,Test Probe,Single,Checked Out,Out
TPS,311,Test Probe,Single,Available,Primary
TPS,312,Test Probe,Single,Checked Out,Out
TPS,313,Test Probe,Single,Checked Out,Out
TPS,314,Test Probe,Single,Available,Primary
TPS,315,Test Probe,Single,Available,Primary
TPS,316,Test Probe,Single,Checked Out,Out
TPS,317,Test Probe,Single,Available,Primary
TPS,318,Test Probe,Single,Checked Out,Out
TPS,319,Test Probe,Single,Available,Secondary
TPS,320,Test Probe,Single,Available,Primary
TPS,321,Test Probe,Single,Checked Out,Out
TPS,322,Test Probe,Single,Available,Primary
TPS,323,Test Probe,Single,Checked Out,Out
TPS,324,Test Probe,Single,Available,Secondary
TPS,325,Test Probe,Single,Checked Out,Out
TPS,326,Test Probe,Single,Available,Primary
TPS,327,Test Probe,Single,Available,Secondary
TPS,328,Test Probe,Single,Checked Out,Out
TPS,329,Test Probe,Single,Available,Secondary
TPS,330,Test Probe,Single,Available,Primary
TPS,331,Test Probe,Single,Available,Primary
TPS,332,Test Probe,Single,Checked Out,Out
TPS,333,Test Probe,Single,Available,Primary
TPS,334,Test Probe,Single,Available,Secondary
TPS,335,Test Probe,Single,Checked Out,Out
TPS,336,Test Probe,Single,Available,Primary
TPS,337,Test Probe,Single,Checked Out,Out
TPS,338,Test Probe,Single,Available,Primary
TPS,339,Test Probe,Single,Checked Out,Out
TPS,340,Test Probe,Single,Available,Primary
TPS,341,Test Probe,Single,Checked Out,Out
TPS,342,Test Probe,Single,Available,Secondary
TPS,343,Test Probe,Single,Checked Out,Out
TPS,344,Test Probe,Single,Available,Primary
TPS,345,Test Probe,Single,Available,Primary
TPS,346,Test Probe,Single,Checked Out,Out
TPS,347,Test Probe,Single,Available,Primary
TPS,348,Test Probe,Single,Checked Out,Out
TPS,349,Test Probe,Single,Checked Out,Out
TPS,350,Test Probe,Single,Available,Primary
TPS,351,Test Probe,Single,Checked Out,Out
TPS,352,Test Probe,Single,Available,Secondary
TPS,353,Test Probe,Single,Available,Primary
TPS,354,Test Probe,Single,Checked Out,Out
TPS,355,Test Probe,Single,Available,Primary
TPS,356,Test Probe,Single,Checked Out,Out
TPS,357,Test Probe,Single,Checked Out,Out
TPS,358,Test Probe,Single,Checked Out,Out
TPS,359,Test Probe,Single,Checked Out,Out
TPS,360,Test Probe,Single,Checked Out,Out
TPS,361,Test Probe,Single,Available,Primary
TPS,362,Test Probe,Single,Available,Primary
TPS,363,Test Probe,Single,Available,Secondary
TPS,364,Test Probe,Single,Available,Primary
TPS,365,Test Probe,Single,Available,Secondary
TPS,366,Test Probe,Single,Checked Out,Out
TPS,367,Test Probe,Single,Available,Secondary
TPS,368,Test Probe,Single,Checked Out,Out
TPS,369,Test Probe,Single,Checked Out,Out
TPS,370,Test Probe,Single,Available,Primary
TPS,371,Test Probe,Single,Checked Out,Out
TPS,372,Test Probe,Single,Checked Out,Out
TPS,373,Test Probe,Single,Checked Out,Out
TPS,374,Test Probe,Single,Checked Out,Out
TPS,375,Test Probe,Single,Available,Secondary
TPS,376,Test Probe,Single,Checked Out,Out
TPS,377,Test Probe,Single,Available,Primary
TPS,378,Test Probe,Single,Available,Primary
TPS,379,Test Probe,Single,Available,Primary
TPS,380,Test Probe,Single,Checked Out,Out
TPS,381,Test Probe,Single,Checked Out,Out
TPS,382,Test Probe,Single,Checked Out,Out
TPS,383,Test Probe,Single,Available,Primary
TPS,384,Test Probe,Single,Available,Primary
TPS,385,Test Probe,Single,Checked Out,Out
TPS,386,Test Probe,Single,Checked Out,Out
TPS,387,Test Probe,Single,Available,Secondary
TPS,388,Test Probe,Single,Available,Primary
TPS,389,Test Probe,Single,Checked Out,Out
TPS,390,Test Probe,Single,Available,Primary
TPS,391,Test Probe,Single,Available,Secondary
TPS,392,Test Probe,Single,Checked Out,Out
TPS,393,Test Probe,Single,Available,Primary
TPS,394,Test Probe,Single,Available,Primary
TPS,395,Test Probe,Single,Checked Out,Out
TPS,396,Test Probe,Single,Available,Primary
TPS,397,Test Probe,Single,Available,Secondary
TPS,398,Test Probe,Single,Checked Out,Out
TPS,399,Test Probe,Single,Available,Primary
TPS,400,Test Probe,Single,Available,Primary
TPS,401,Test Probe,Single,Checked Out,Out
TPS,402,Test Probe,Single,Available,Secondary
TPS,403,Test Probe,Single,Checked Out,Out
TPS,404,Test Probe,Single,Checked Out,Out
TPS,405,Test Probe,Single,Checked Out,Out
TPS,406,Test Probe,Single,Available,Secondary
TPS,407,Test Probe,Single,Available,Primary
TPS,408,Test Probe,Single,Checked Out,Out
TPS,409,Test Probe,Single,Available,Primary
TPS,410,Test Probe,Single,Checked Out,Out
TPS,411,Test Probe,Single,Available,Primary
TPS,412,Test Probe,Single,Checked Out,Out
TPS,413,Test Probe,Single,Available,Secondary
TPS,414,Test Probe,Single,Available,Primary
TPS,415,Test Probe,Single,Available,Primary
TPS,416,Test Probe,Single,Checked Out,Out
TPS,417,Test Probe,Single,Checked Out,Out
TPS,418,Test Probe,Single,Available,Primary
TPS,419,Test Probe,Single,Available,Secondary
TPS,420,Test Probe,Single,Available,Primary
TPS,421,Test Probe,Single,Available,Primary
TPS,422,Test Probe,Single,Available,Primary
TPS,423,Test Probe,Single,Available,Secondary
TPS,424,Test Probe,Single,Available,Primary
TPS,425,Test Probe,Single,Checked Out,Out
TPS,426,Test Probe,Single,Available,Secondary
TPS,427,Test Probe,Single,Available,Secondary
TPS,428,Test Probe,Single,Checked Out,Out
TPS,429,Test Probe,Single,Available,Primary
TPS,430,Test Probe,Single,Available,Secondary
TPS,431,Test Probe,Single,Available,Primary
TPS,432,Test Probe,Single,Available,Primary
TPS,433,Test Probe,Single,Available,Primary
TPS,434,Test Probe,Single,Checked Out,Out
TPS,435,Test Probe,Single,Available,Primary
TPS,436,Test Probe,Single,Available,Primary
TPS,437,Test Probe,Single,Available,Secondary
TPS,438,Test Probe,Single,Checked Out,Out
TPS,439,Test Probe,Single,Available,Secondary
TPS,440,Test Probe,Single,Checked Out,Out
TPS,441,Test Probe,Single,Available,Secondary
TPS,442,Test Probe,Single,Checked Out,Out
TPS,443,Test Probe,Single,Checked Out,Out
TPS,444,Test Probe,Single,Available,Primary
TPS,445,Test Probe,Single,Checked Out,Out
TPS,446,Test Probe,Single,Checked Out,Out
TPS,447,Test Probe,Single,Checked Out,Out
TPS,448,Test Probe,Single,Available,Primary
TPS,449,Test Probe,Single,Checked Out,Out
TPS,450,Test Probe,Single,Available,Primary
TPS,451,Test Probe,Single,Checked Out,Out
TPS,452,Test Probe,Single,Available,Primary
TPS,453,Test Probe,Single,Checked Out,Out
TPS,454,Test Probe,Single,Available,Primary
TPS,455,Test Probe,Single,Checked Out,Out
TPS,456,Test Probe,Single,Available,Primary
TPS,457,Test Probe,Single,Available,Primary
TPS,458,Test Probe,Single,Checked Out,Out
TPS,459,Test Probe,Single,Available,Primary
TPS,460,Test Probe,Single,Checked Out,Out
TPS,461,Test Probe,Single,Checked Out,Out
TPS,462,Test Probe,Single,Available,Secondary
TPS,463,Test Probe,Single,Checked Out,Out
TPS,464,Test Probe,Single,Checked Out,Out
TPS,465,Test Probe,Single,Available,Primary
TPS,466,Test Probe,Single,Available,Secondary
TPS,467,Test Probe,Single,Checked Out,Out
TPS,468,Test Probe,Single,Available,Primary
TPS,469,Test Probe,Single,Available,Primary
TPS,470,Test Probe,Single,Checked Out,Out
TPS,471,Test Probe,Single,Checked Out,Out
TPS,472,Test Probe,Single,Available,Primary
TPS,473,Test Probe,Single,Available,Primary
TPS,474,Test Probe,Single,Checked Out,Out
TPS,475,Test Probe,Single,Checked Out,Out
TPS,476,Test Probe,Single,Available,Secondary
TPS,477,Test Probe,Single,Checked Out,Out
TPS,478,Test Probe,Single,Available,Primary
TPS,479,Test Probe,Single,Checked Out,Out
TPS,480,Test Probe,Single,Available,Secondary
TPS,481,Test Probe,Single,Checked Out,Out
TPS,482,Test Probe,Single,Available,Secondary
TPS,483,Test Probe,Single,Checked Out,Out
TPS,484,Test Probe,Single,Checked Out,Out
TPS,485,Test Probe,Single,Available,Primary
TPS,486,Test Probe,Single,Available,Primary
TPS,487,Test Probe,Single,Checked Out,Out
TPS,488,Test Probe,Single,Checked Out,Out
TPS,489,Test Probe,Single,Checked Out,Out
TPS,490,Test Probe,Single,Checked Out,Out
TPS,491,Test Probe,Single,Available,Primary
TPS,492,Test Probe,Single,Available,Secondary
TPS,493,Test Probe,Single,Checked Out,Out
TPS,494,Test Probe,Single,Available,Primary
TPS,495,Test Probe,Single,Available,Secondary
TPS,496,Test Probe,Single,Checked Out,Out
TPS,497,Test Probe,Single,Available,Primary
TPS,498,Test Probe,Single,Checked Out,Out
TPS,499,Test Probe,Single,Available,Primary
TPS,500,Test Probe,Single,Available,Secondary
TPS,501,Test Probe,Single,Available,Primary
TPS,502,Test Probe,Single,Checked Out,Out
TPS,503,Test Probe,Single,Checked Out,Out
TPS,504,Test Probe,Single,Checked Out,Out
TPS,505,Test Probe,Single,Checked Out,Out
TPS,506,Test Probe,Single,Checked Out,Out
TPS,507,Test Probe,Single,Available,Secondary
TPS,508,Test Probe,Single,Available,Primary
TPS,509,Test Probe,Single,Available,Primary
TPS,510,Test Probe,Single,Available,Secondary
TPS,511,Test Probe,Single,Checked Out,Out
TPS,512,Test Probe,Single,Checked Out,Out
TPS,513,Test Probe,Single,Checked Out,Out
TPS,514,Test Probe,Single,Available,Secondary
TPS,515,Test Probe,Single,Available,Secondary
TPS,516,Test Probe,Single,Checked Out,Out
TPS,517,Test Probe,Single,Checked Out,Out
TPS,518,Test Probe,Single,Available,Primary
TPS,519,Test Probe,Single,Checked Out,Out
TPS,520,Test Probe,Single,Checked Out,Out
TPS,521,Test Probe,Single,Available,Secondary
TPS,522,Test Probe,Single,Checked Out,Out
TPS,523,Test Probe,Single,Checked Out,Out
TPS,524,Test Probe,Single,Available,Primary
TPS,525,Test Probe,Single,Checked Out,Out
TPS,526,Test Probe,Single,Available,Secondary
TPS,527,Test Probe,Single,Checked Out,Out
TPS,528,Test Probe,Single,Checked Out,Out
TPS,529,Test Probe,Single,Available,Secondary
TPS,530,Test Probe,Single,Checked Out,Out
TPS,531,Test Probe,Single,Checked Out,Out
TPS,532,Test Probe,Single,Available,Primary
TPS,533,Test Probe,Single,Available,Primary
TPS,534,Test Probe,Single,Available,Secondary
TPS,535,Test Probe,Single,Available,Primary
TPS,536,Test Probe,Single,Checked Out,Out
TPS,537,Test Probe,Single,Available,Primary
TPS,538,Test Probe,Single,Available,Primary
TPS,539,Test Probe,Single,Available,Primary
TPS,540,Test Probe,Single,Available,Secondary
TPS,541,Test Probe,Single,Checked Out,Out
TPS,542,Test Probe,Single,Available,Primary
TPS,543,Test Probe,Single,Checked Out,Out
TPS,544,Test Probe,Single,Available,Secondary
TPS,545,Test Probe,Single,Checked Out,Out
TPS,546,Test Probe,Single,Available,Secondary
TPS,547,Test Probe,Single,Available,Secondary
TPS,548,Test Probe,Single,Available,Secondary
TPS,549,Test Probe,Single,Checked Out,Out
TPS,550,Test Probe,Single,Available,Secondary
TPS,551,Test Probe,Single,Checked Out,Out
TPS,552,Test Probe,Single,Available,Secondary
TPS,553,Test Probe,Single,Checked Out,Out
TPS,554,Test Probe,Single,Available,Primary
